volts,time,
2670,12:39:03:322,
2415,12:39:03:327,
2545,12:39:03:332,
2525,12:39:03:337,
2434,12:39:03:342,
2480,12:39:03:347,
2326,12:39:03:352,
2439,12:39:03:357,
2443,12:39:03:362,
2263,12:39:03:367,
2193,12:39:03:372,
2031,12:39:03:378,
1975,12:39:03:382,
2116,12:39:03:387,
1956,12:39:03:392,
2043,12:39:03:397,
1840,12:39:03:402,
2033,12:39:03:407,
2039,12:39:03:412,
1871,12:39:03:417,
2023,12:39:03:422,
1963,12:39:03:427,
2353,12:39:03:432,
2271,12:39:03:437,
2022,12:39:03:443,
2399,12:39:03:447,
2096,12:39:03:452,
2925,12:39:03:457,
2625,12:39:03:462,
2399,12:39:03:467,
2559,12:39:03:472,
2471,12:39:03:477,
2555,12:39:03:482,
2535,12:39:03:487,
2331,12:39:03:492,
2480,12:39:03:497,
2217,12:39:03:502,
2347,12:39:03:507,
2608,12:39:03:512,
2367,12:39:03:517,
2439,12:39:03:522,
2405,12:39:03:527,
2519,12:39:03:532,
2530,12:39:03:538,
2401,12:39:03:542,
2459,12:39:03:547,
2174,12:39:03:552,
2295,12:39:03:557,
2255,12:39:03:562,
2130,12:39:03:569,
2382,12:39:03:572,
2311,12:39:03:577,
2373,12:39:03:582,
2469,12:39:03:587,
2367,12:39:03:591,
2367,12:39:03:598,
2186,12:39:03:602,
2363,12:39:03:607,
2683,12:39:03:612,
2416,12:39:03:616,
2507,12:39:03:622,
2362,12:39:03:627,
2443,12:39:03:632,
2501,12:39:03:637,
2335,12:39:03:642,
2434,12:39:03:647,
2223,12:39:03:652,
2395,12:39:03:657,
2510,12:39:03:662,
2352,12:39:03:667,
2215,12:39:03:672,
1896,12:39:03:677,
2075,12:39:03:682,
2082,12:39:03:687,
1913,12:39:03:692,
2177,12:39:03:697,
2092,12:39:03:702,
2295,12:39:03:707,
2371,12:39:03:712,
3222,12:39:03:717,
2559,12:39:03:723,
2308,12:39:03:727,
2402,12:39:03:732,
2470,12:39:03:737,
2339,12:39:03:742,
2325,12:39:03:747,
1789,12:39:03:752,
2075,12:39:03:757,
2191,12:39:03:762,
1969,12:39:03:767,
2259,12:39:03:772,
2086,12:39:03:777,
2192,12:39:03:781,
2171,12:39:03:787,
1951,12:39:03:791,
1969,12:39:03:797,
1764,12:39:03:801,
2059,12:39:03:807,
2235,12:39:03:812,
2011,12:39:03:817,
2355,12:39:03:822,
2096,12:39:03:827,
4095,12:39:03:832,
2533,12:39:03:837,
2522,12:39:03:842,
2559,12:39:03:848,
2455,12:39:03:852,
2533,12:39:03:857,
2603,12:39:03:862,
2471,12:39:03:867,
2469,12:39:03:872,
2203,12:39:03:877,
2346,12:39:03:882,
2523,12:39:03:887,
2469,12:39:03:892,
2595,12:39:03:897,
2447,12:39:03:902,
2525,12:39:03:907,
2471,12:39:03:913,
2491,12:39:03:917,
2507,12:39:03:922,
2288,12:39:03:927,
2474,12:39:03:932,
2461,12:39:03:937,
2421,12:39:03:943,
2397,12:39:03:947,
2191,12:39:03:952,
2231,12:39:03:957,
2256,12:39:03:962,
2191,12:39:03:967,
2355,12:39:03:974,
2726,12:39:03:977,
2503,12:39:03:982,
2459,12:39:03:987,
2387,12:39:03:992,
2446,12:39:03:996,
2362,12:39:04:001,
2481,12:39:04:006,
2448,12:39:04:012,
2451,12:39:04:017,
2493,12:39:04:022,
2287,12:39:04:027,
2411,12:39:04:032,
2393,12:39:04:037,
2373,12:39:04:041,
2439,12:39:04:047,
2352,12:39:04:052,
2433,12:39:04:057,
2414,12:39:04:062,
2407,12:39:04:068,
2398,12:39:04:071,
2255,12:39:04:076,
2362,12:39:04:081,
2370,12:39:04:086,
2333,12:39:04:092,
2159,12:39:04:098,
2030,12:39:04:102,
2160,12:39:04:107,
2177,12:39:04:112,
2151,12:39:04:116,
2189,12:39:04:122,
2035,12:39:04:127,
2177,12:39:04:131,
2219,12:39:04:137,
2179,12:39:04:142,
2221,12:39:04:147,
1998,12:39:04:152,
2225,12:39:04:157,
2196,12:39:04:161,
2187,12:39:04:166,
2041,12:39:04:171,
1742,12:39:04:177,
1931,12:39:04:181,
2155,12:39:04:187,
2025,12:39:04:192,
2231,12:39:04:196,
2031,12:39:04:201,
2171,12:39:04:207,
2247,12:39:04:211,
2148,12:39:04:216,
2251,12:39:04:221,
2081,12:39:04:225,
2282,12:39:04:231,
2320,12:39:04:236,
2611,12:39:04:241,
2433,12:39:04:246,
2267,12:39:04:251,
2366,12:39:04:256,
2243,12:39:04:261,
2165,12:39:04:266,
2305,12:39:04:271,
2111,12:39:04:276,
2252,12:39:04:281,
2313,12:39:04:287,
3203,12:39:04:291,
2419,12:39:04:296,
2245,12:39:04:301,
2381,12:39:04:306,
2443,12:39:04:311,
2351,12:39:04:316,
2384,12:39:04:321,
2175,12:39:04:326,
2211,12:39:04:331,
2311,12:39:04:336,
2275,12:39:04:341,
2254,12:39:04:349,
2128,12:39:04:351,
2287,12:39:04:356,
2293,12:39:04:361,
2227,12:39:04:366,
2299,12:39:04:371,
2113,12:39:04:376,
2275,12:39:04:381,
2290,12:39:04:386,
2189,12:39:04:392,
2294,12:39:04:397,
2142,12:39:04:401,
2291,12:39:04:406,
2259,12:39:04:412,
2031,12:39:04:416,
2243,12:39:04:421,
2064,12:39:04:426,
2032,12:39:04:431,
2320,12:39:04:436,
2214,12:39:04:443,
2263,12:39:04:446,
2133,12:39:04:451,
2287,12:39:04:456,
2506,12:39:04:461,
2333,12:39:04:466,
2435,12:39:04:473,
2125,12:39:04:476,
2215,12:39:04:481,
2262,12:39:04:487,
2192,12:39:04:491,
2224,12:39:04:496,
2054,12:39:04:501,
2281,12:39:04:506,
2211,12:39:04:511,
2091,12:39:04:516,
2197,12:39:04:521,
1859,12:39:04:526,
2138,12:39:04:531,
2274,12:39:04:537,
2113,12:39:04:541,
2238,12:39:04:546,
2107,12:39:04:558,
2254,12:39:04:558,
2338,12:39:04:561,
2887,12:39:04:568,
2512,12:39:04:571,
2274,12:39:04:576,
2405,12:39:04:581,
2519,12:39:04:586,
2448,12:39:04:591,
2482,12:39:04:598,
2363,12:39:04:601,
2451,12:39:04:606,
2512,12:39:04:611,
2405,12:39:04:616,
2434,12:39:04:621,
2317,12:39:04:626,
2343,12:39:04:631,
2435,12:39:04:636,
2320,12:39:04:641,
1344,12:39:04:646,
2135,12:39:04:651,
2303,12:39:04:656,
2223,12:39:04:661,
2143,12:39:04:666,
2301,12:39:04:672,
2086,12:39:04:675,
2159,12:39:04:681,
2294,12:39:04:686,
2197,12:39:04:691,
2306,12:39:04:696,
2081,12:39:04:701,
2254,12:39:04:706,
2315,12:39:04:711,
2219,12:39:04:716,
2399,12:39:04:722,
2369,12:39:04:726,
2407,12:39:04:731,
2458,12:39:04:736,
2359,12:39:04:741,
2359,12:39:04:746,
2203,12:39:04:754,
2279,12:39:04:756,
2287,12:39:04:761,
2211,12:39:04:766,
2311,12:39:04:771,
2067,12:39:04:776,
2178,12:39:04:781,
2235,12:39:04:786,
2223,12:39:04:791,
2335,12:39:04:796,
2865,12:39:04:801,
2397,12:39:04:806,
2421,12:39:04:811,
2255,12:39:04:816,
2288,12:39:04:821,
2160,12:39:04:826,
2231,12:39:04:831,
2300,12:39:04:836,
2743,12:39:04:841,
2641,12:39:04:845,
2270,12:39:04:851,
2383,12:39:04:856,
2416,12:39:04:860,
2255,12:39:04:866,
2309,12:39:04:871,
2088,12:39:04:877,
2119,12:39:04:880,
2243,12:39:04:886,
2113,12:39:04:891,
2276,12:39:04:896,
2219,12:39:04:901,
2550,12:39:04:906,
2469,12:39:04:911,
2435,12:39:04:916,
2512,12:39:04:921,
2334,12:39:04:926,
2463,12:39:04:931,
2455,12:39:04:936,
2379,12:39:04:941,
2410,12:39:04:946,
2276,12:39:04:951,
2433,12:39:04:956,
2463,12:39:04:961,
2458,12:39:04:966,
2513,12:39:04:971,
2331,12:39:04:976,
2399,12:39:04:981,
2439,12:39:04:986,
2359,12:39:04:991,
2411,12:39:04:996,
2303,12:39:05:002,
2365,12:39:05:006,
1828,12:39:05:011,
2032,12:39:05:016,
2255,12:39:05:021,
2026,12:39:05:026,
2160,12:39:05:034,
2227,12:39:05:036,
2140,12:39:05:041,
2222,12:39:05:046,
2066,12:39:05:051,
2167,12:39:05:056,
2195,12:39:05:061,
2094,12:39:05:066,
2285,12:39:05:071,
2062,12:39:05:076,
2163,12:39:05:081,
2301,12:39:05:086,
2559,12:39:05:091,
2468,12:39:05:096,
2311,12:39:05:101,
2427,12:39:05:106,
2433,12:39:05:111,
2325,12:39:05:115,
2373,12:39:05:120,
2193,12:39:05:127,
2351,12:39:05:131,
2308,12:39:05:136,
2237,12:39:05:141,
2197,12:39:05:146,
2045,12:39:05:151,
2287,12:39:05:157,
2227,12:39:05:161,
2081,12:39:05:166,
2117,12:39:05:171,
2102,12:39:05:176,
2225,12:39:05:181,
2227,12:39:05:188,
2095,12:39:05:191,
2131,12:39:05:196,
2041,12:39:05:201,
2111,12:39:05:206,
2265,12:39:05:211,
2146,12:39:05:216,
2187,12:39:05:221,
1953,12:39:05:226,
2047,12:39:05:231,
2383,12:39:05:236,
2645,12:39:05:241,
2493,12:39:05:246,
2365,12:39:05:251,
2462,12:39:05:256,
2519,12:39:05:261,
2385,12:39:05:266,
2437,12:39:05:271,
2187,12:39:05:276,
2259,12:39:05:282,
2195,12:39:05:286,
2160,12:39:05:291,
2202,12:39:05:296,
2071,12:39:05:301,
2194,12:39:05:306,
2153,12:39:05:311,
1935,12:39:05:316,
2197,12:39:05:321,
2242,12:39:05:326,
2289,12:39:05:331,
2293,12:39:05:336,
2138,12:39:05:341,
2286,12:39:05:346,
2171,12:39:05:351,
2551,12:39:05:356,
2535,12:39:05:361,
2352,12:39:05:366,
2423,12:39:05:371,
2194,12:39:05:376,
1557,12:39:05:381,
2229,12:39:05:386,
2033,12:39:05:391,
2283,12:39:05:396,
2153,12:39:05:401,
2227,12:39:05:409,
2354,12:39:05:411,
2227,12:39:05:416,
2398,12:39:05:421,
2294,12:39:05:425,
2323,12:39:05:430,
2514,12:39:05:435,
2379,12:39:05:440,
2362,12:39:05:445,
2123,12:39:05:450,
2223,12:39:05:455,
2357,12:39:05:460,
2247,12:39:05:465,
2481,12:39:05:470,
2320,12:39:05:475,
2333,12:39:05:480,
2481,12:39:05:486,
2314,12:39:05:490,
2063,12:39:05:495,
1883,12:39:05:502,
2032,12:39:05:505,
2047,12:39:05:510,
1881,12:39:05:515,
2255,12:39:05:521,
2047,12:39:05:526,
2160,12:39:05:532,
2306,12:39:05:536,
2146,12:39:05:541,
2370,12:39:05:546,
2427,12:39:05:551,
2559,12:39:05:556,
2589,12:39:05:561,
2442,12:39:05:566,
2611,12:39:05:571,
2403,12:39:05:575,
2447,12:39:05:581,
2559,12:39:05:586,
2470,12:39:05:591,
2493,12:39:05:596,
2371,12:39:05:600,
2541,12:39:05:606,
2487,12:39:05:610,
2341,12:39:05:615,
2465,12:39:05:620,
2213,12:39:05:625,
2383,12:39:05:630,
2526,12:39:05:635,
2591,12:39:05:640,
2495,12:39:05:645,
2347,12:39:05:650,
2391,12:39:05:657,
2495,12:39:05:661,
2378,12:39:05:666,
2431,12:39:05:671,
2263,12:39:05:676,
2319,12:39:05:681,
2485,12:39:05:687,
2416,12:39:05:690,
2351,12:39:05:695,
2105,12:39:05:700,
2197,12:39:05:705,
2255,12:39:05:710,
2157,12:39:05:715,
2281,12:39:05:721,
2092,12:39:05:725,
2203,12:39:05:730,
2310,12:39:05:736,
2239,12:39:05:741,
2231,12:39:05:746,
2081,12:39:05:751,
2239,12:39:05:756,
2259,12:39:05:761,
2128,12:39:05:766,
2315,12:39:05:771,
2107,12:39:05:776,
2224,12:39:05:783,
2309,12:39:05:786,
2192,12:39:05:791,
2250,12:39:05:796,
2109,12:39:05:801,
2228,12:39:05:806,
2315,12:39:05:812,
2201,12:39:05:816,
2355,12:39:05:821,
2310,12:39:05:826,
2363,12:39:05:831,
2431,12:39:05:836,
2245,12:39:05:843,
2288,12:39:05:846,
2195,12:39:05:851,
2243,12:39:05:856,
2269,12:39:05:860,
2215,12:39:05:865,
2353,12:39:05:870,
2387,12:39:05:875,
2448,12:39:05:880,
2477,12:39:05:885,
2466,12:39:05:890,
2471,12:39:05:895,
2345,12:39:05:901,
2445,12:39:05:906,
2482,12:39:05:911,
2355,12:39:05:915,
2398,12:39:05:927,
2235,12:39:05:928,
2206,12:39:05:930,
2290,12:39:05:936,
2416,12:39:05:940,
2499,12:39:05:945,
2378,12:39:05:950,
2541,12:39:05:955,
2523,12:39:05:960,
2497,12:39:05:965,
2413,12:39:05:970,
2278,12:39:05:975,
2351,12:39:05:980,
2322,12:39:05:985,
2135,12:39:05:990,
2203,12:39:05:995,
2064,12:39:06:000,
2234,12:39:06:005,
2286,12:39:06:010,
2267,12:39:06:015,
2335,12:39:06:020,
2343,12:39:06:025,
2470,12:39:06:031,
2479,12:39:06:035,
2355,12:39:06:040,
2431,12:39:06:045,
2269,12:39:06:051,
2415,12:39:06:056,
2453,12:39:06:061,
2318,12:39:06:065,
2391,12:39:06:070,
2100,12:39:06:076,
2000,12:39:06:080,
2177,12:39:06:085,
2118,12:39:06:092,
2268,12:39:06:095,
2131,12:39:06:100,
2189,12:39:06:105,
2128,12:39:06:111,
2019,12:39:06:116,
2214,12:39:06:121,
2020,12:39:06:125,
2161,12:39:06:131,
2199,12:39:06:137,
2096,12:39:06:140,
2255,12:39:06:146,
2139,12:39:06:151,
2160,12:39:06:156,
2199,12:39:06:161,
2094,12:39:06:166,
2211,12:39:06:171,
1927,12:39:06:176,
2119,12:39:06:181,
2222,12:39:06:186,
2085,12:39:06:191,
2096,12:39:06:196,
1963,12:39:06:201,
2225,12:39:06:206,
2238,12:39:06:211,
2071,12:39:06:216,
2239,12:39:06:221,
2005,12:39:06:226,
2193,12:39:06:231,
2332,12:39:06:236,
2209,12:39:06:241,
2499,12:39:06:246,
2433,12:39:06:251,
2480,12:39:06:256,
2531,12:39:06:261,
2351,12:39:06:266,
2399,12:39:06:271,
2159,12:39:06:279,
2131,12:39:06:281,
2319,12:39:06:286,
2226,12:39:06:291,
2471,12:39:06:296,
2453,12:39:06:301,
2343,12:39:06:307,
2486,12:39:06:311,
2315,12:39:06:316,
2497,12:39:06:321,
2257,12:39:06:326,
2373,12:39:06:331,
2382,12:39:06:336,
2243,12:39:06:341,
2314,12:39:06:346,
2147,12:39:06:351,
2256,12:39:06:355,
2275,12:39:06:361,
2167,12:39:06:366,
2259,12:39:06:371,
2038,12:39:06:376,
2241,12:39:06:381,
2186,12:39:06:386,
1999,12:39:06:391,
2081,12:39:06:396,
1952,12:39:06:401,
2135,12:39:06:406,
2317,12:39:06:411,
2159,12:39:06:418,
2277,12:39:06:421,
1946,12:39:06:426,
2037,12:39:06:431,
2234,12:39:06:436,
2113,12:39:06:441,
2207,12:39:06:446,
2097,12:39:06:451,
2122,12:39:06:456,
2267,12:39:06:460,
2093,12:39:06:466,
2283,12:39:06:470,
1921,12:39:06:475,
2118,12:39:06:481,
2427,12:39:06:486,
2514,12:39:06:491,
2489,12:39:06:496,
2387,12:39:06:501,
2371,12:39:06:506,
2559,12:39:06:512,
2485,12:39:06:516,
2623,12:39:06:521,
2234,12:39:06:526,
2295,12:39:06:531,
2647,12:39:06:536,
2543,12:39:06:541,
2559,12:39:06:546,
2383,12:39:06:551,
2527,12:39:06:558,
2629,12:39:06:561,
2515,12:39:06:566,
2559,12:39:06:571,
2247,12:39:06:575,
2306,12:39:06:580,
2286,12:39:06:585,
1919,12:39:06:590,
2256,12:39:06:595,
2126,12:39:06:601,
2293,12:39:06:605,
2386,12:39:06:610,
2512,12:39:06:615,
2695,12:39:06:620,
2288,12:39:06:625,
2251,12:39:06:630,
2261,12:39:06:635,
2265,12:39:06:640,
2379,12:39:06:645,
2405,12:39:06:652,
2358,12:39:06:656,
2355,12:39:06:661,
2275,12:39:06:666,
2165,12:39:06:671,
2024,12:39:06:676,
2151,12:39:06:681,
2335,12:39:06:686,
3231,12:39:06:691,
2527,12:39:06:696,
2323,12:39:06:701,
2431,12:39:06:706,
2559,12:39:06:711,
2447,12:39:06:716,
2505,12:39:06:721,
2254,12:39:06:726,
2371,12:39:06:731,
2475,12:39:06:736,
2257,12:39:06:741,
2470,12:39:06:747,
2287,12:39:06:751,
2371,12:39:06:756,
2384,12:39:06:761,
2203,12:39:06:766,
2213,12:39:06:771,
1999,12:39:06:776,
2205,12:39:06:781,
2147,12:39:06:786,
1989,12:39:06:792,
2127,12:39:06:796,
1970,12:39:06:801,
2171,12:39:06:806,
2287,12:39:06:811,
2179,12:39:06:816,
2383,12:39:06:821,
2247,12:39:06:826,
2391,12:39:06:831,
2509,12:39:06:836,
2395,12:39:06:840,
2509,12:39:06:845,
2352,12:39:06:850,
2288,12:39:06:855,
2078,12:39:06:860,
2069,12:39:06:865,
2221,12:39:06:870,
1910,12:39:06:875,
2073,12:39:06:880,
2321,12:39:06:885,
2237,12:39:06:890,
2423,12:39:06:895,
2160,12:39:06:900,
2414,12:39:06:905,
2527,12:39:06:910,
2422,12:39:06:916,
2544,12:39:06:920,
2229,12:39:06:925,
2239,12:39:06:930,
2124,12:39:06:935,
2021,12:39:06:940,
2274,12:39:06:945,
2006,12:39:06:950,
1952,12:39:06:955,
2251,12:39:06:960,
2143,12:39:06:965,
2278,12:39:06:970,
2015,12:39:06:975,
2151,12:39:06:980,
2234,12:39:06:985,
2047,12:39:06:991,
2384,12:39:06:995,
2219,12:39:07:000,
2736,12:39:07:005,
2645,12:39:07:010,
2595,12:39:07:015,
2673,12:39:07:020,
2416,12:39:07:025,
2655,12:39:07:030,
2635,12:39:07:036,
2559,12:39:07:040,
2403,12:39:07:046,
2416,12:39:07:051,
2451,12:39:07:058,
2473,12:39:07:061,
2379,12:39:07:066,
2449,12:39:07:071,
2323,12:39:07:076,
2527,12:39:07:081,
2783,12:39:07:086,
2435,12:39:07:091,
2525,12:39:07:096,
2403,12:39:07:101,
2513,12:39:07:106,
2386,12:39:07:111,
2290,12:39:07:116,
2419,12:39:07:121,
2166,12:39:07:125,
2041,12:39:07:130,
2143,12:39:07:136,
2047,12:39:07:140,
2161,12:39:07:145,
2029,12:39:07:150,
2239,12:39:07:156,
2111,12:39:07:161,
1956,12:39:07:166,
2277,12:39:07:171,
2017,12:39:07:176,
2192,12:39:07:182,
2147,12:39:07:186,
1953,12:39:07:191,
2293,12:39:07:195,
2063,12:39:07:200,
2292,12:39:07:205,
2255,12:39:07:210,
2223,12:39:07:216,
2354,12:39:07:220,
2270,12:39:07:227,
2339,12:39:07:231,
2384,12:39:07:236,
2210,12:39:07:241,
2320,12:39:07:246,
2187,12:39:07:251,
2263,12:39:07:256,
2298,12:39:07:261,
2559,12:39:07:266,
2502,12:39:07:271,
2295,12:39:07:276,
2431,12:39:07:281,
2374,12:39:07:286,
2240,12:39:07:291,
1889,12:39:07:296,
1856,12:39:07:301,
2037,12:39:07:306,
2261,12:39:07:310,
2205,12:39:07:316,
2207,12:39:07:320,
2033,12:39:07:325,
2703,12:39:07:330,
2499,12:39:07:336,
2314,12:39:07:340,
2501,12:39:07:345,
2353,12:39:07:350,
2383,12:39:07:355,
1535,12:39:07:360,
2063,12:39:07:365,
2355,12:39:07:370,
2715,12:39:07:375,
2343,12:39:07:380,
1822,12:39:07:385,
1903,12:39:07:390,
2347,12:39:07:395,
1926,12:39:07:400,
1965,12:39:07:405,
1846,12:39:07:410,
1760,12:39:07:416,
2038,12:39:07:421,
1919,12:39:07:425,
2167,12:39:07:431,
2198,12:39:07:435,
2063,12:39:07:440,
2339,12:39:07:447,
2211,12:39:07:450,
2763,12:39:07:456,
2543,12:39:07:461,
2397,12:39:07:466,
2371,12:39:07:471,
1934,12:39:07:477,
2384,12:39:07:481,
2501,12:39:07:486,
2263,12:39:07:491,
2321,12:39:07:496,
1905,12:39:07:501,
2229,12:39:07:506,
2239,12:39:07:511,
3280,12:39:07:516,
2368,12:39:07:521,
1951,12:39:07:525,
2207,12:39:07:530,
2359,12:39:07:535,
2385,12:39:07:540,
2491,12:39:07:545,
2226,12:39:07:550,
2192,12:39:07:556,
1872,12:39:07:561,
1815,12:39:07:566,
2224,12:39:07:570,
1988,12:39:07:575,
2146,12:39:07:580,
2259,12:39:07:586,
2097,12:39:07:591,
2230,12:39:07:596,
2018,12:39:07:601,
2093,12:39:07:606,
2288,12:39:07:611,
2125,12:39:07:618,
2963,12:39:07:621,
2439,12:39:07:626,
2473,12:39:07:631,
2493,12:39:07:636,
2218,12:39:07:641,
2155,12:39:07:646,
2079,12:39:07:651,
2559,12:39:07:656,
2409,12:39:07:661,
2181,12:39:07:666,
2155,12:39:07:671,
1879,12:39:07:676,
2199,12:39:07:680,
2121,12:39:07:685,
1963,12:39:07:690,
2059,12:39:07:695,
2033,12:39:07:700,
2251,12:39:07:706,
2354,12:39:07:711,
2394,12:39:07:716,
2357,12:39:07:720,
2000,12:39:07:725,
2247,12:39:07:731,
2450,12:39:07:735,
2450,12:39:07:743,
2765,12:39:07:746,
2558,12:39:07:751,
2383,12:39:07:756,
2608,12:39:07:761,
2263,12:39:07:766,
2406,12:39:07:771,
2039,12:39:07:775,
2177,12:39:07:780,
2213,12:39:07:786,
2032,12:39:07:790,
2511,12:39:07:795,
2559,12:39:07:800,
2882,12:39:07:805,
2725,12:39:07:810,
2628,12:39:07:815,
2591,12:39:07:821,
2352,12:39:07:826,
2491,12:39:07:830,
2595,12:39:07:838,
2429,12:39:07:840,
2711,12:39:07:845,
2526,12:39:07:850,
2543,12:39:07:855,
2503,12:39:07:860,
2368,12:39:07:866,
2607,12:39:07:870,
2269,12:39:07:876,
2320,12:39:07:881,
2547,12:39:07:886,
2438,12:39:07:891,
2585,12:39:07:896,
2427,12:39:07:901,
2421,12:39:07:906,
2480,12:39:07:911,
2379,12:39:07:916,
2374,12:39:07:921,
1970,12:39:07:926,
2211,12:39:07:931,
2161,12:39:07:936,
2007,12:39:07:941,
2419,12:39:07:946,
2414,12:39:07:951,
2371,12:39:07:956,
2478,12:39:07:961,
2429,12:39:07:966,
2467,12:39:07:971,
2207,12:39:07:976,
2447,12:39:07:980,
2330,12:39:07:985,
2291,12:39:07:991,
1603,12:39:07:996,
2069,12:39:08:001,
2064,12:39:08:008,
2315,12:39:08:011,
2865,12:39:08:016,
2638,12:39:08:021,
2374,12:39:08:026,
2423,12:39:08:031,
2413,12:39:08:038,
2285,12:39:08:041,
2269,12:39:08:046,
2077,12:39:08:051,
2191,12:39:08:056,
2197,12:39:08:061,
2895,12:39:08:067,
2735,12:39:08:070,
2367,12:39:08:075,
2559,12:39:08:080,
2450,12:39:08:085,
2426,12:39:08:090,
2497,12:39:08:095,
2383,12:39:08:100,
2419,12:39:08:105,
2288,12:39:08:110,
2431,12:39:08:115,
2519,12:39:08:120,
2245,12:39:08:125,
2434,12:39:08:131,
2399,12:39:08:135,
2469,12:39:08:140,
2510,12:39:08:145,
2410,12:39:08:150,
2471,12:39:08:155,
2394,12:39:08:161,
2437,12:39:08:165,
2465,12:39:08:170,
2227,12:39:08:175,
2374,12:39:08:180,
2176,12:39:08:185,
2019,12:39:08:192,
2247,12:39:08:195,
2045,12:39:08:200,
2089,12:39:08:205,
2128,12:39:08:210,
2047,12:39:08:215,
2163,12:39:08:220,
1865,12:39:08:225,
1956,12:39:08:230,
2061,12:39:08:235,
1893,12:39:08:240,
2269,12:39:08:245,
2064,12:39:08:250,
2095,12:39:08:255,
2096,12:39:08:260,
2097,12:39:08:265,
2079,12:39:08:270,
1834,12:39:08:275,
1943,12:39:08:280,
1854,12:39:08:287,
1745,12:39:08:290,
1618,12:39:08:295,
1535,12:39:08:300,
1778,12:39:08:305,
1903,12:39:08:310,
1872,12:39:08:317,
2411,12:39:08:320,
2112,12:39:08:325,
3435,12:39:08:330,
2539,12:39:08:335,
2331,12:39:08:340,
2605,12:39:08:345,
2311,12:39:08:350,
2402,12:39:08:355,
2511,12:39:08:360,
2381,12:39:08:365,
2559,12:39:08:370,
2135,12:39:08:376,
2192,12:39:08:381,
2041,12:39:08:385,
1909,12:39:08:390,
2309,12:39:08:396,
2047,12:39:08:400,
1939,12:39:08:405,
2118,12:39:08:411,
1934,12:39:08:415,
2192,12:39:08:420,
1949,12:39:08:425,
2159,12:39:08:430,
2431,12:39:08:436,
2463,12:39:08:442,
2815,12:39:08:445,
2559,12:39:08:450,
2631,12:39:08:455,
2559,12:39:08:460,
2539,12:39:08:465,
2467,12:39:08:470,
2141,12:39:08:475,
2318,12:39:08:480,
2523,12:39:08:485,
2479,12:39:08:490,
2423,12:39:08:495,
2113,12:39:08:500,
2040,12:39:08:505,
2194,12:39:08:510,
2047,12:39:08:515,
1925,12:39:08:520,
1709,12:39:08:525,
1861,12:39:08:530,
2058,12:39:08:536,
1892,12:39:08:541,
2127,12:39:08:545,
1867,12:39:08:551,
1870,12:39:08:556,
1995,12:39:08:561,
1941,12:39:08:567,
2269,12:39:08:571,
1984,12:39:08:576,
2137,12:39:08:581,
2118,12:39:08:586,
1949,12:39:08:591,
2467,12:39:08:598,
2144,12:39:08:601,
2167,12:39:08:605,
2247,12:39:08:610,
2125,12:39:08:615,
2226,12:39:08:620,
1911,12:39:08:625,
2229,12:39:08:630,
2162,12:39:08:635,
2086,12:39:08:640,
2274,12:39:08:645,
2063,12:39:08:650,
2087,12:39:08:655,
2438,12:39:08:661,
2706,12:39:08:665,
2611,12:39:08:670,
2301,12:39:08:675,
2373,12:39:08:680,
2449,12:39:08:685,
2257,12:39:08:692,
2559,12:39:08:696,
2641,12:39:08:700,
2815,12:39:08:705,
2662,12:39:08:710,
2655,12:39:08:715,
2783,12:39:08:721,
2507,12:39:08:726,
2721,12:39:08:730,
2827,12:39:08:735,
2791,12:39:08:740,
2687,12:39:08:745,
2558,12:39:08:750,
2780,12:39:08:755,
2610,12:39:08:760,
2745,12:39:08:765,
2759,12:39:08:770,
2544,12:39:08:775,
2685,12:39:08:783,
2641,12:39:08:785,
2659,12:39:08:790,
2704,12:39:08:795,
2544,12:39:08:800,
2795,12:39:08:805,
2462,12:39:08:810,
2527,12:39:08:816,
2654,12:39:08:820,
2479,12:39:08:825,
2624,12:39:08:830,
2402,12:39:08:835,
2543,12:39:08:840,
2545,12:39:08:847,
2399,12:39:08:850,
2519,12:39:08:855,
2403,12:39:08:860,
2513,12:39:08:865,
2674,12:39:08:870,
2256,12:39:08:875,
2503,12:39:08:880,
2299,12:39:08:885,
2512,12:39:08:890,
2513,12:39:08:895,
2391,12:39:08:900,
2587,12:39:08:905,
2287,12:39:08:910,
2434,12:39:08:915,
2433,12:39:08:920,
2231,12:39:08:925,
2447,12:39:08:930,
2343,12:39:08:935,
2359,12:39:08:941,
2416,12:39:08:945,
2273,12:39:08:950,
2366,12:39:08:955,
2267,12:39:08:960,
2191,12:39:08:965,
2257,12:39:08:970,
2079,12:39:08:975,
2295,12:39:08:980,
2175,12:39:08:985,
2407,12:39:08:990,
2421,12:39:08:996,
2303,12:39:09:001,
2446,12:39:09:005,
2263,12:39:09:010,
2448,12:39:09:015,
2423,12:39:09:020,
2246,12:39:09:025,
2485,12:39:09:031,
2283,12:39:09:035,
2431,12:39:09:040,
2373,12:39:09:045,
2236,12:39:09:050,
2399,12:39:09:055,
2223,12:39:09:060,
2375,12:39:09:065,
2383,12:39:09:070,
2191,12:39:09:075,
2193,12:39:09:080,
2077,12:39:09:085,
2215,12:39:09:090,
2235,12:39:09:098,
2134,12:39:09:100,
2250,12:39:09:105,
2116,12:39:09:110,
2181,12:39:09:115,
2247,12:39:09:120,
2115,12:39:09:125,
2220,12:39:09:130,
2097,12:39:09:135,
2205,12:39:09:140,
2225,12:39:09:145,
